Day,Date,Head Count,Time
Saturday,2024-03-02,20,21:00
Saturday,2024-03-02,15,21:40
Saturday,2024-03-02,14,22:20
Saturday,2024-03-02,15,23:00
Saturday,2024-03-02,18,23:20
Saturday,2024-03-02,9,23:40
Sunday,2024-03-03,0,10:30
Sunday,2024-03-03,0,11:00
Sunday,2024-03-03,2,11:30
Sunday,2024-03-03,1,12:00
Sunday,2024-03-03,3,12:30
Sunday,2024-03-03,10,13:00
Sunday,2024-03-03,7,13:30
Sunday,2024-03-03,2,14:22
Sunday,2024-03-03,3,16:00
Sunday,2024-03-03,4,17:00
Sunday,2024-03-03,10,18:00
Sunday,2024-03-03,7,18:20
Sunday,2024-03-03,8,18:40
Sunday,2024-03-03,9,19:00
Sunday,2024-03-03,9,19:30
Sunday,2024-03-03,4,20:00
Sunday,2024-03-03,5,20:30
Sunday,2024-03-03,6,21:00
Sunday,2024-03-03,8,21:30
Sunday,2024-03-03,9,21:51
Monday,2024-03-04,2,12:00
Monday,2024-03-04,4,12:30
Monday,2024-03-04,6,13:00
Monday,2024-03-04,7,13:30
Monday,2024-03-04,3,14:30
Monday,2024-03-04,5,15:00
Monday,2024-03-04,8,16:00
Monday,2024-03-04,5,16:30
Monday,2024-03-04,6,17:00
Monday,2024-03-04,11,17:30
Monday,2024-03-04,9,18:10
Monday,2024-03-04,7,20:00
Monday,2024-03-04,7,20:30
Monday,2024-03-04,4,21:30
Tuesday,2024-03-05,2,10:56
Tuesday,2024-03-05,7,12:40
Tuesday,2024-03-05,0,14:10
Tuesday,2024-03-05,3,14:45
Tuesday,2024-03-05,0,15:10
Tuesday,2024-03-05,1,15:40
Tuesday,2024-03-05,12,18:00
Tuesday,2024-03-05,6,19:00
Tuesday,2024-03-05,7,19:45
Tuesday,2024-03-05,10,20:00
Tuesday,2024-03-05,11,20:30
Tuesday,2024-03-05,4,21:30
Wednesday,2024-03-06,10,12:00
Wednesday,2024-03-06,7,12:30
Wednesday,2024-03-06,13,13:00
Wednesday,2024-03-06,18,13:30
Wednesday,2024-03-06,12,14:30
Wednesday,2024-03-06,13,15:00
Wednesday,2024-03-06,10,15:20
Wednesday,2024-03-06,18,15:40
Wednesday,2024-03-06,16,16:00
Wednesday,2024-03-06,14,16:20
Wednesday,2024-03-06,15,16:40
Wednesday,2024-03-06,15,17:00
Wednesday,2024-03-06,11,17:20
Wednesday,2024-03-06,12,17:40
Wednesday,2024-03-06,8,18:30
Wednesday,2024-03-06,9,19:00
Wednesday,2024-03-06,7,19:30
Wednesday,2024-03-06,18,20:00
Wednesday,2024-03-06,16,20:45
Wednesday,2024-03-06,9,21:30
Wednesday,2024-03-06,9,21:55
Thursday,2024-03-07,2,11:05
Thursday,2024-03-07,6,12:14
Thursday,2024-03-07,4,14:45
Thursday,2024-03-07,6,16:30
Thursday,2024-03-07,14,17:00
Thursday,2024-03-07,18,17:20
Thursday,2024-03-07,19,17:40
Thursday,2024-03-07,13,18:30
Thursday,2024-03-07,8,19:00
Thursday,2024-03-07,11,19:30
Thursday,2024-03-07,10,00:32
Thursday,2024-03-07,6,13:34
Thursday,2024-03-07,9,16:02
Thursday,2024-03-07,6,17:00
Thursday,2024-03-07,5,18:00
Thursday,2024-03-07,11,18:30
Thursday,2024-03-07,18,18:50
Thursday,2024-03-07,17,19:20
Thursday,2024-03-07,13,19:40
Thursday,2024-03-07,10,20:00
Thursday,2024-03-07,3,20:25
Thursday,2024-03-07,3,20:40
Thursday,2024-03-07,1,21:00
Thursday,2024-03-07,3,21:30
Thursday,2024-03-07,6,22:00
Thursday,2024-03-07,6,22:30
Thursday,2024-03-07,0,23:05
Sunday,2024-03-17,0,11:00
Sunday,2024-03-17,0,12:00
Sunday,2024-03-17,3,16:00
Sunday,2024-03-17,2,17:00
Monday,2024-03-18,0,12:30
Monday,2024-03-18,5,13:00
Monday,2024-03-18,2,13:30
Monday,2024-03-18,6,14:00
Monday,2024-03-18,5,15:00
Monday,2024-03-18,6,16:00
Monday,2024-03-18,8,16:30
Monday,2024-03-18,8,17:00
Monday,2024-03-18,10,17:30
Monday,2024-03-18,4,18:00
Monday,2024-03-18,5,19:00
Monday,2024-03-18,6,19:15
Monday,2024-03-18,5,19:20
Monday,2024-03-18,6,19:45
Monday,2024-03-18,7,21:00
Tuesday,2022-03-19,0,11:00
Tuesday,2022-03-19,6,12:27
Tuesday,2022-03-19,2,14:05
Tuesday,2022-03-19,5,14:50
Tuesday,2022-03-19,2,15:40
Tuesday,2022-03-19,8,16:10
Tuesday,2022-03-19,4,17:15
Tuesday,2022-03-19,9,17:50
Tuesday,2022-03-19,7,18:30
Tuesday,2022-03-19,8,19:15
Tuesday,2022-03-19,6,20:00
Tuesday,2022-03-19,9,20:30
Tuesday,2022-03-19,11,21:00
Tuesday,2022-03-19,5,21:30
Wednesday,2024-03-20,6,12:00
Wednesday,2024-03-20,4,12:30
Wednesday,2024-03-20,3,13:30
Wednesday,2024-03-20,1,13:50
Wednesday,2024-03-20,7,14:05
Wednesday,2024-03-20,8,14:30
Wednesday,2024-03-20,10,15:10
Wednesday,2024-03-20,14,15:30
Wednesday,2024-03-20,9,16:00
Wednesday,2024-03-20,9,16:20
Wednesday,2024-03-20,14,17:00
Wednesday,2024-03-20,16,17:40
Wednesday,2024-03-20,10,18:30
Wednesday,2024-03-20,9,19:00
Wednesday,2024-03-20,15,19:30
Wednesday,2024-03-20,4,20:30
Wednesday,2024-03-20,7,21:00
Wednesday,2024-03-20,1,21:45
Thursday,2024-03-21,1,11:28
Thursday,2024-03-21,1,12:19
Thursday,2024-03-21,3,13:04
Thursday,2024-03-21,2,14:00
Thursday,2024-03-21,7,15:00
Thursday,2024-03-21,4,15:30
Thursday,2024-03-21,2,18:00
Thursday,2024-03-21,5,18:30
Thursday,2024-03-21,6,19:00
Thursday,2024-03-21,11,19:30
Thursday,2024-03-21,9,20:00
Thursday,2024-03-21,12,20:30
Thursday,2024-03-21,5,21:00
Thursday,2024-03-21,6,13:37
Thursday,2024-03-21,6,14:05
Thursday,2024-03-21,12,14:30
Thursday,2024-03-21,11,15:00
Thursday,2024-03-21,6,15:30
Thursday,2024-03-21,14,16:00
Thursday,2024-03-21,10,16:30
Thursday,2024-03-21,7,17:00
Thursday,2024-03-21,5,18:00
Thursday,2024-03-21,9,18:20
Thursday,2024-03-21,7,18:50
Thursday,2024-03-21,8,19:20
Thursday,2024-03-21,2,19:40
Thursday,2024-03-21,1,20:00
Thursday,2024-03-21,8,20:50
Thursday,2024-03-21,14,21:40
Thursday,2024-03-21,13,22:20
Thursday,2024-03-21,7,23:10
Saturday,2024-03-23,4,12:00
Saturday,2024-03-23,9,12:30
Saturday,2024-03-23,2,13:15
Saturday,2024-03-23,5,13:45
Saturday,2024-03-23,4,14:30
Saturday,2024-03-23,9,15:00
Saturday,2024-03-23,9,15:30
Saturday,2024-03-23,12,16:00
Saturday,2024-03-23,13,16:30
Saturday,2024-03-23,6,17:00
Saturday,2024-03-23,4,17:30
Saturday,2024-03-23,4,18:00
Saturday,2024-03-23,9,18:30
Saturday,2024-03-23,8,19:00
Saturday,2024-03-23,6,19:30
Saturday,2024-03-23,5,20:00
Sunday,2024-03-24,0,10:00
Sunday,2024-03-24,0,10:30
Sunday,2024-03-24,0,11:00
Sunday,2024-03-24,0,11:30
Sunday,2024-03-24,1,12:00
Sunday,2024-03-24,0,12:30
Sunday,2024-03-24,2,13:00
Sunday,2024-03-24,3,13:30
Sunday,2024-03-24,8,15:14
Sunday,2024-03-24,5,16:00
Sunday,2024-03-24,5,17:00
Sunday,2024-03-24,5,18:00
Sunday,2024-03-24,4,20:00
Sunday,2024-03-24,8,20:30
Sunday,2024-03-24,9,21:00
Sunday,2024-03-24,12,21:30
Monday,2024-03-25,2,12:00
Monday,2024-03-25,6,13:10
Monday,2024-03-25,2,14:10
Monday,2024-03-25,8,15:10
Monday,2024-03-25,7,16:30
Monday,2024-03-25,8,17:00
Monday,2024-03-25,8,17:30
Monday,2024-03-25,7,18:00
Monday,2024-03-25,12,18:30
Monday,2024-03-25,6,19:00
Monday,2024-03-25,5,19:30
Monday,2024-03-25,11,20:00
Monday,2024-03-25,6,20:30
Monday,2024-03-25,3,21:00
Monday,2024-03-25,3,21:30
Tuesday,2024-03-26,6,12:02
Tuesday,2024-03-26,4,13:40
Tuesday,2024-03-26,2,14:10
Tuesday,2024-03-26,8,18:00
Tuesday,2024-03-26,7,18:30
Tuesday,2024-03-26,11,19:00
Tuesday,2024-03-26,7,19:30
Tuesday,2024-03-26,4,20:00
Tuesday,2024-03-26,3,20:30
Tuesday,2024-03-26,9,21:00
Tuesday,2024-03-26,7,21:30
Tuesday,2024-03-26,0,22:00
Wednesday,2024-03-27,10,12:00
Wednesday,2024-03-27,12,12:30
Wednesday,2024-03-27,8,13:00
Wednesday,2024-03-27,17,13:30
Wednesday,2024-03-27,7,14:00
Wednesday,2024-03-27,8,14:20
Wednesday,2024-03-27,7,14:40
Wednesday,2024-03-27,6,15:00
Wednesday,2024-03-27,11,15:30
Wednesday,2024-03-27,9,16:00
Wednesday,2024-03-27,8,16:30
Wednesday,2024-03-27,8,17:00
Wednesday,2024-03-27,13,17:20
Wednesday,2024-03-27,13,17:40
Wednesday,2024-03-27,5,18:30
Wednesday,2024-03-27,5,19:00
Wednesday,2024-03-27,6,19:30
Wednesday,2024-03-27,10,20:30
Wednesday,2024-03-27,9,21:00
Wednesday,2024-03-27,11,21:45
Thursday,2024-03-28,1,11:20
Thursday,2024-03-28,4,13:40
Thursday,2024-03-28,6,14:10
Thursday,2024-03-28,2,15:10
Thursday,2024-03-28,9,17:02
Thursday,2024-03-28,3,18:00
Thursday,2024-03-28,8,19:00
Friday,2024-03-29,1,11:00
Friday,2024-03-29,4,13:21
Friday,2024-03-29,2,14:00
Friday,2024-03-29,7,14:30
Friday,2024-03-29,8,15:00
Friday,2024-03-29,5,15:30
Friday,2024-03-29,7,16:00
Friday,2024-03-29,6,16:30
Friday,2024-03-29,7,17:00
Friday,2024-03-29,7,17:30
Friday,2024-03-29,8,18:00
Friday,2024-03-29,14,21:45
Friday,2024-03-29,10,22:00
Friday,2024-03-29,10,22:30
Friday,2024-03-29,13,23:05
Friday,2024-03-29,15,23:30
Saturday,2024-03-30,3,12:00
Saturday,2024-03-30,6,12:30
Saturday,2024-03-30,7,13:00
Saturday,2024-03-30,8,13:45
Saturday,2024-03-30,3,14:30
Saturday,2024-03-30,0,15:00
Saturday,2024-03-30,8,15:30
Saturday,2024-03-30,3,17:06
Saturday,2024-03-30,3,18:12
Saturday,2024-03-30,3,18:40
Saturday,2024-03-30,2,19:10
Saturday,2024-03-30,4,19:20
Saturday,2024-03-30,5,19:40
Saturday,2024-03-30,7,20:00
Saturday,2024-03-30,12,20:30
Saturday,2024-03-30,20,21:00
Saturday,2024-03-30,8,21:30
Saturday,2024-03-30,15,22:00
Saturday,2024-03-30,15,22:30
Saturday,2024-03-30,10,23:30
Sunday,2024-03-31,0,10:30
Sunday,2024-03-31,0,11:00
Sunday,2024-03-31,0,11:30
Sunday,2024-03-31,5,12:00
Sunday,2024-03-31,2,12:30
Sunday,2024-03-31,1,13:00
Sunday,2024-03-31,1,13:30
Sunday,2024-03-31,2,14:00
Sunday,2024-03-31,9,14:30
Sunday,2024-03-31,9,15:00
Sunday,2024-03-31,11,15:30
Sunday,2024-03-31,12,16:00
Sunday,2024-03-31,8,17:00
Sunday,2024-03-31,7,18:00
Sunday,2024-03-31,7,18:30
Sunday,2024-03-31,13,19:05
Sunday,2024-03-31,4,19:30
Sunday,2024-03-31,8,20:00
Sunday,2024-03-31,6,20:30
Sunday,2024-03-31,5,21:00
Sunday,2024-03-31,8,21:30
Sunday,2024-03-31,2,22:00
Monday,2024-04-01,8,12:00
Monday,2024-04-01,7,12:35
Monday,2024-04-01,3,13:00
Monday,2024-04-01,1,13:35
Monday,2024-04-01,7,15:00
Monday,2024-04-01,8,16:00
Monday,2024-04-01,12,16:30
Monday,2024-04-01,5,17:00
Monday,2024-04-01,6,18:00
Monday,2024-04-01,9,18:30
Monday,2024-04-01,5,19:00
Monday,2024-04-01,7,19:30
Monday,2024-04-01,6,20:00
Monday,2024-04-01,9,20:30
Monday,2024-04-01,2,21:00
Monday,2024-04-01,5,21:30
Tuesday,2024-04-02,4,12:04
Tuesday,2024-04-02,0,13:52
Tuesday,2024-04-02,4,15:35
Tuesday,2024-04-02,8,18:00
Tuesday,2024-04-02,6,18:30
Tuesday,2024-04-02,11,19:00
Tuesday,2024-04-02,17,19:30
Tuesday,2024-04-02,7,20:00
Tuesday,2024-04-02,12,20:30
Tuesday,2024-04-02,6,21:00
Tuesday,2024-04-02,3,21:30
Tuesday,2024-04-02,0,22:00
Wednesday,2024-04-03,4,12:00
Wednesday,2024-04-03,6,12:30
Wednesday,2024-04-03,8,13:00
Wednesday,2024-04-03,6,13:30
Wednesday,2024-04-03,10,14:30
Wednesday,2024-04-03,12,15:00
Wednesday,2024-04-03,9,15:25
Wednesday,2024-04-03,7,15:55
Wednesday,2024-04-03,5,16:05
Wednesday,2024-04-03,11,16:25
Wednesday,2024-04-03,13,16:45
Wednesday,2024-04-03,9,17:00
Wednesday,2024-04-03,10,17:15
Wednesday,2024-04-03,13,17:40
Wednesday,2024-04-03,5,18:30
Wednesday,2024-04-03,9,19:00
Wednesday,2024-04-03,13,19:30
Wednesday,2024-04-03,5,20:00
Wednesday,2024-04-03,8,20:30
Wednesday,2024-04-03,9,21:15
Wednesday,2024-04-03,11,21:45
Wednesday,2024-04-03,2,22:55
Thursday,2024-04-04,2,14:25
Thursday,2024-04-04,8,15:15
Thursday,2024-04-04,6,16:30
Thursday,2024-04-04,3,17:00
Thursday,2024-04-04,8,17:20
Thursday,2024-04-04,7,18:00
Thursday,2024-04-04,7,18:30
Thursday,2024-04-04,3,19:00
Thursday,2024-04-04,4,19:30
Thursday,2024-04-04,4,20:00
Thursday,2024-04-04,8,20:30
Thursday,2024-04-04,11,21:00
Friday,2024-04-05,5,14:00
Friday,2024-04-05,7,14:30
Friday,2024-04-05,8,15:00
Friday,2024-04-05,11,15:30
Friday,2024-04-05,9,16:00
Friday,2024-04-05,11,16:30
Friday,2024-04-05,11,17:00
Friday,2024-04-05,5,17:30
Friday,2024-04-05,7,18:00
Friday,2024-04-05,4,18:20
Friday,2024-04-05,0,18:35
Friday,2024-04-05,10,19:00
Friday,2024-04-05,8,20:00
Friday,2024-04-05,12,20:20
Friday,2024-04-05,13,20:45
Friday,2024-04-05,16,21:15
Friday,2024-04-05,18,21:45
Friday,2024-04-05,15,22:30
Friday,2024-04-05,8,23:00
Friday,2024-04-05,5,23:30
Friday,2024-04-05,5,23:50
Saturday,2024-04-06,0,10:30
Saturday,2024-04-06,5,11:00
Saturday,2024-04-06,4,11:30
Saturday,2024-04-06,7,11:45
Saturday,2024-04-06,5,12:30
Saturday,2024-04-06,6,13:00
Saturday,2024-04-06,5,13:30
Saturday,2024-04-06,4,14:30
Saturday,2024-04-06,4,15:00
Saturday,2024-04-06,10,15:30
Saturday,2024-04-06,4,16:30
Saturday,2024-04-06,2,17:30
Saturday,2024-04-06,8,18:00
Saturday,2024-04-06,10,18:20
Saturday,2024-04-06,7,18:40
Saturday,2024-04-06,6,19:00
Saturday,2024-04-06,8,19:25
Saturday,2024-04-06,9,19:40
Saturday,2024-04-06,9,20:10
Saturday,2024-04-06,7,20:40
Saturday,2024-04-06,6,21:00
Saturday,2024-04-06,2,21:30
Saturday,2024-04-06,2,22:00
Saturday,2024-04-06,4,22:30
Saturday,2024-04-06,2,23:00
Saturday,2024-04-06,0,23:30
Sunday,2024-04-07,2,10:30
Sunday,2024-04-07,2,11:00
Sunday,2024-04-07,0,11:30
Sunday,2024-04-07,2,12:00
Sunday,2024-04-07,6,12:30
Sunday,2024-04-07,7,13:00
Sunday,2024-04-07,8,13:30
Sunday,2024-04-07,7,14:34
Sunday,2024-04-07,0,16:00
Sunday,2024-04-07,6,17:00
Sunday,2024-04-07,4,18:00
Sunday,2024-04-07,8,18:30
Sunday,2024-04-07,7,19:00
Sunday,2024-04-07,4,19:30
Sunday,2024-04-07,4,20:00
Sunday,2024-04-07,7,20:45
Sunday,2024-04-07,9,21:15
Sunday,2024-04-07,5,21:45
Monday,2024-04-08,3,12:30
Monday,2024-04-08,5,13:00
Monday,2024-04-08,0,13:30
Monday,2024-04-08,12,14:00
Monday,2024-04-08,0,15:00
Monday,2024-04-08,8,15:30
Monday,2024-04-08,16,16:00
Monday,2024-04-08,12,16:30
Monday,2024-04-08,5,17:00
Monday,2024-04-08,5,17:30
Monday,2024-04-08,8,18:00
Monday,2024-04-08,8,18:30
Monday,2024-04-08,6,19:00
Monday,2024-04-08,10,19:30
Monday,2024-04-08,5,20:00
Monday,2024-04-08,7,20:30
Monday,2024-04-08,8,21:00
Monday,2024-04-08,4,21:30
Tuesday,2024-04-09,2,11:21
Tuesday,2024-04-09,4,13:10
Tuesday,2024-04-09,5,13:41
Tuesday,2024-04-09,2,14:00
Tuesday,2024-04-09,1,15:00
Tuesday,2024-04-09,8,16:00
Tuesday,2024-04-09,9,16:30
Tuesday,2024-04-09,3,17:00
Tuesday,2024-04-09,9,17:30
Tuesday,2024-04-09,11,18:00
Tuesday,2024-04-09,10,18:20
Tuesday,2024-04-09,5,18:40
Tuesday,2024-04-09,4,19:00
Tuesday,2024-04-09,4,19:20
Tuesday,2024-04-09,1,19:40
Tuesday,2024-04-09,1,20:00
Tuesday,2024-04-09,1,20:30
Tuesday,2024-04-09,6,21:00
Tuesday,2024-04-09,3,21:30
Tuesday,2024-04-09,0,22:00
Wednesday,2024-04-10,7,12:00
Wednesday,2024-04-10,10,12:30
Wednesday,2024-04-10,9,13:00
Wednesday,2024-04-10,9,13:30
Wednesday,2024-04-10,11,14:16
Wednesday,2024-04-10,16,14:36
Wednesday,2024-04-10,12,15:30
Wednesday,2024-04-10,10,16:00
Wednesday,2024-04-10,12,16:32
Wednesday,2024-04-10,5,16:50
Wednesday,2024-04-10,8,17:20
Wednesday,2024-04-10,8,17:40
Wednesday,2024-04-10,6,18:30
Wednesday,2024-04-10,5,19:00
Wednesday,2024-04-10,6,19:30
Wednesday,2024-04-10,7,20:00
Wednesday,2024-04-10,9,20:30
Wednesday,2024-04-10,13,21:00
Thursday,2024-04-11,2,11:05
Thursday,2024-04-11,1,14:30
Thursday,2024-04-11,10,17:00
Thursday,2024-04-11,6,17:45
Thursday,2024-04-11,4,18:30
Friday,2024-04-12,0,12:16
Friday,2024-04-12,3,13:18
Friday,2024-04-12,8,14:00
Friday,2024-04-12,8,14:30
Friday,2024-04-12,16,15:05
Friday,2024-04-12,2,18:40
Friday,2024-04-12,6,19:00
Friday,2024-04-12,14,19:30
Friday,2024-04-12,15,20:00
Friday,2024-04-12,12,20:30
Friday,2024-04-12,9,21:00
Friday,2024-04-12,6,21:20
Friday,2024-04-12,6,21:40
Friday,2024-04-12,4,22:30
Friday,2024-04-12,10,23:00
Friday,2024-04-12,11,23:20
Friday,2024-04-12,5,23:40
Saturday,2024-04-13,2,10:00
Saturday,2024-04-13,4,10:45
Saturday,2024-04-13,2,11:30
Saturday,2024-04-13,3,12:00
Saturday,2024-04-13,0,12:30
Saturday,2024-04-13,3,13:30
Saturday,2024-04-13,0,14:00
Saturday,2024-04-13,11,15:00
Saturday,2024-04-13,10,16:00
Saturday,2024-04-13,15,16:40
Saturday,2024-04-13,15,17:00
Saturday,2024-04-13,17,17:20
Saturday,2024-04-13,14,17:40
Saturday,2024-04-13,10,18:00
Saturday,2024-04-13,9,18:20
Saturday,2024-04-13,9,18:40
Saturday,2024-04-13,8,19:00
Saturday,2024-04-13,7,19:20
Saturday,2024-04-13,5,19:40
Saturday,2024-04-13,5,20:00
Saturday,2024-04-13,12,20:20
Saturday,2024-04-13,6,20:40
Saturday,2024-04-13,7,21:00
Saturday,2024-04-13,6,21:20
Saturday,2024-04-13,9,21:40
Saturday,2024-04-13,10,22:00
Saturday,2024-04-13,4,22:20
Saturday,2024-04-13,6,22:40
Saturday,2024-04-13,8,23:00
Saturday,2024-04-13,8,23:20
Saturday,2024-04-13,8,23:40
Saturday,2024-04-13,0,00:00
Sunday,2024-04-14,3,11:00
Sunday,2024-04-14,0,11:30
Sunday,2024-04-14,2,12:00
Sunday,2024-04-14,1,14:00
Sunday,2024-04-14,5,14:35
Sunday,2024-04-14,6,15:00
Sunday,2024-04-14,4,15:30
Sunday,2024-04-14,2,16:00
Sunday,2024-04-14,5,16:30
Sunday,2024-04-14,0,17:00
Sunday,2024-04-14,3,17:30
Sunday,2024-04-14,9,18:00
Sunday,2024-04-14,2,18:20
Sunday,2024-04-14,4,18:40
Sunday,2024-04-14,4,19:00
Sunday,2024-04-14,3,19:20
Sunday,2024-04-14,1,19:40
Sunday,2024-04-14,1,20:00
Sunday,2024-04-14,7,20:45
Sunday,2024-04-14,4,21:30
Sunday,2024-04-14,2,21:50
Sunday,2024-04-14,5,00:00
Sunday,2024-04-14,5,13:00
Sunday,2024-04-14,6,14:00
Sunday,2024-04-14,9,14:20
Sunday,2024-04-14,12,14:40
Sunday,2024-04-14,12,15:00
Sunday,2024-04-14,7,15:20
Sunday,2024-04-14,6,15:40
Sunday,2024-04-14,5,16:00
Sunday,2024-04-14,2,17:00
Sunday,2024-04-14,4,17:30
Sunday,2024-04-14,6,18:00
Sunday,2024-04-14,3,18:30
Sunday,2024-04-14,5,19:00
Sunday,2024-04-14,2,19:30
Sunday,2024-04-14,3,20:30
Sunday,2024-04-14,7,21:00
Sunday,2024-04-14,4,21:30
Tuesday,2024-04-16,6,11:50
Tuesday,2024-04-16,0,12:15
Tuesday,2024-04-16,3,13:07
Tuesday,2024-04-16,1,14:00
Tuesday,2024-04-16,5,14:30
Tuesday,2024-04-16,4,18:00
Tuesday,2024-04-16,4,19:00
Tuesday,2024-04-16,5,19:30
Tuesday,2024-04-16,11,20:00
Tuesday,2024-04-16,12,20:30
Tuesday,2024-04-16,8,21:30
Tuesday,2024-04-16,0,22:00
Wednesday,2024-04-17,8,12:00
Wednesday,2024-04-17,21,12:30
Wednesday,2024-04-17,13,13:00
Wednesday,2024-04-17,12,13:30
Wednesday,2024-04-17,8,14:00
Wednesday,2024-04-17,11,14:20
Wednesday,2024-04-17,11,14:40
Wednesday,2024-04-17,12,15:00
Wednesday,2024-04-17,3,15:20
Wednesday,2024-04-17,2,15:40
Wednesday,2024-04-17,5,16:00
Wednesday,2024-04-17,13,16:20
Wednesday,2024-04-17,12,16:40
Wednesday,2024-04-17,10,17:00
Wednesday,2024-04-17,12,17:20
Wednesday,2024-04-17,8,17:40
Wednesday,2024-04-17,3,18:00
Wednesday,2024-04-17,6,18:30
Wednesday,2024-04-17,4,19:00
Wednesday,2024-04-17,8,19:30
Wednesday,2024-04-17,7,20:00
Wednesday,2024-04-17,12,20:45
Wednesday,2024-04-17,8,21:30
Thursday,2024-04-18,0,11:00
Thursday,2024-04-18,5,12:40
Thursday,2024-04-18,0,14:00
Thursday,2024-04-18,1,14:30
Thursday,2024-04-18,6,18:00
Thursday,2024-04-18,5,18:30
Thursday,2024-04-18,2,19:00
Thursday,2024-04-18,2,19:30
Friday,2024-04-19,8,14:30
Friday,2024-04-19,12,15:00
Friday,2024-04-19,8,15:30
Friday,2024-04-19,8,16:30
Friday,2024-04-19,4,17:00
Friday,2024-04-19,0,17:30
Friday,2024-04-19,11,20:00
Friday,2024-04-19,14,20:30
Friday,2024-04-19,16,21:00
Friday,2024-04-19,6,21:30
Friday,2024-04-19,6,22:00
Friday,2024-04-19,4,22:30
Friday,2024-04-19,2,23:00
Friday,2024-04-19,3,23:45
Saturday,2024-04-20,2,12:00
Saturday,2024-04-20,8,12:45
Saturday,2024-04-20,7,13:15
Saturday,2024-04-20,2,13:45
Saturday,2024-04-20,9,14:30
Saturday,2024-04-20,7,15:00
Saturday,2024-04-20,4,16:00
Saturday,2024-04-20,6,17:00
Saturday,2024-04-20,6,18:00
Saturday,2024-04-20,1,19:00
Saturday,2024-04-20,5,20:00
Saturday,2024-04-20,6,21:00
Saturday,2024-04-20,0,22:00
Sunday,2024-04-21,1,10:30
Sunday,2024-04-21,3,11:00
Sunday,2024-04-21,6,11:35
Sunday,2024-04-21,4,12:00
Sunday,2024-04-21,1,12:30
Sunday,2024-04-21,0,13:00
Sunday,2024-04-21,0,13:30
Sunday,2024-04-21,2,14:55
Sunday,2024-04-21,2,16:00
Sunday,2024-04-21,9,17:00
Sunday,2024-04-21,9,18:00
Sunday,2024-04-21,6,19:00
Sunday,2024-04-21,5,20:00
Sunday,2024-04-21,8,20:30
Sunday,2024-04-21,8,21:00
Sunday,2024-04-21,8,21:30
Monday,2024-04-22,0,12:00
Monday,2024-04-22,2,12:40
Monday,2024-04-22,3,13:05
Monday,2024-04-22,5,14:10
Monday,2024-04-22,3,15:25
Monday,2024-04-22,4,16:30
Monday,2024-04-22,3,17:05
Monday,2024-04-22,5,17:30
Monday,2024-04-22,7,18:00
Monday,2024-04-22,1,18:30
Monday,2024-04-22,5,19:00
Monday,2024-04-22,3,19:30
Monday,2024-04-22,2,20:00
Monday,2024-04-22,5,20:30
Monday,2024-04-22,4,21:00
Monday,2024-04-22,4,21:30
Tuesday,2024-04-23,2,11:31
Tuesday,2024-04-23,9,13:16
Tuesday,2024-04-23,0,14:00
Tuesday,2024-04-23,4,14:30
Tuesday,2024-04-23,2,15:00
Tuesday,2024-04-23,0,15:30
Tuesday,2024-04-23,4,18:00
Tuesday,2024-04-23,3,18:45
Tuesday,2024-04-23,5,19:30
Tuesday,2024-04-23,0,19:50
Tuesday,2024-04-23,9,20:30
Tuesday,2024-04-23,7,21:00
Tuesday,2024-04-23,3,21:30
Wednesday,2024-04-24,11,12:00
Wednesday,2024-04-24,11,12:30
Wednesday,2024-04-24,7,13:00
Wednesday,2024-04-24,10,13:30
Wednesday,2024-04-24,4,14:00
Wednesday,2024-04-24,9,14:20
Wednesday,2024-04-24,9,14:40
Wednesday,2024-04-24,8,15:00
Wednesday,2024-04-24,4,15:20
Wednesday,2024-04-24,8,15:40
Wednesday,2024-04-24,5,16:00
Wednesday,2024-04-24,6,16:20
Wednesday,2024-04-24,4,16:40
Wednesday,2024-04-24,5,17:00
Wednesday,2024-04-24,8,17:20
Wednesday,2024-04-24,9,17:40
Wednesday,2024-04-24,6,18:00
Wednesday,2024-04-24,8,18:30
Wednesday,2024-04-24,9,19:00
Wednesday,2024-04-24,16,20:00
Wednesday,2024-04-24,14,20:30
Wednesday,2024-04-24,5,21:00
Wednesday,2024-04-24,7,21:30
Wednesday,2024-04-24,1,22:00
Thursday,2024-04-25,6,11:34
Thursday,2024-04-25,3,13:22
Thursday,2024-04-25,2,14:30
Thursday,2024-04-25,4,18:00
Thursday,2024-04-25,2,18:30
Thursday,2024-04-25,1,19:00
Thursday,2024-04-25,4,19:30
Friday,2024-04-26,5,14:00
Friday,2024-04-26,10,14:30
Friday,2024-04-26,10,15:00
Friday,2024-04-26,16,15:30
Friday,2024-04-26,5,16:00
Friday,2024-04-26,5,16:30
Friday,2024-04-26,5,17:00
Friday,2024-04-26,5,17:30
Friday,2024-04-26,5,18:00
Friday,2024-04-26,5,18:20
Friday,2024-04-26,7,18:40
Friday,2024-04-26,9,19:30
Friday,2024-04-26,9,20:00
Friday,2024-04-26,8,20:20
Friday,2024-04-26,6,20:40
Friday,2024-04-26,6,21:00
Friday,2024-04-26,8,21:20
Friday,2024-04-26,4,21:40
Friday,2024-04-26,3,22:00
Friday,2024-04-26,5,22:20
Friday,2024-04-26,4,22:40
Friday,2024-04-26,1,23:00
Saturday,2024-04-27,1,10:05
Saturday,2024-04-27,2,10:30
Saturday,2024-04-27,0,11:00
