Date,Unique ID,Console,Game,# of Controllers,Time In,Time Out,Duration (minutes)
2023-09-27,30,Xbox,Call of Duty: Black Ops 3,4,20:31,21:27,56
2023-09-29,45,Wii,Mario Kart,2,15:38,16:05,27
2023-09-29,107,Wii,Mario Kart,3,16:10,17:05,55
2023-09-29,35,Xbox,Unspecified,1,17:00,17:09,9
2023-09-29,108,Xbox,FIFA 16,2,18:51,19:37,46
2023-09-29,109,Wii,Super Mario: 3D World,4,19:04,22:00,176
2023-09-29,110,Wii,Wii Sports,1,20:20,20:30,10
2023-09-29,30,Xbox,Call of Duty: Black Ops 3,3,21:34,22:00,26
2023-09-29,111,Wii,Wii Sports,2,22:12,23:00,48
2023-09-30,112,Wii,Mario Party 8,2,16:48,17:49,61
2023-09-30,113,Xbox,Unspecified,2,19:11,20:09,58
2023-09-30,30,Xbox,Unspecified,4,20:17,21:44,87
2023-09-30,114,Wii,Unspecified,3,21:21,22:00,39
2023-09-30,115,Wii,Unspecified,4,22:31,22:54,23
2023-10-01,116,Wii,Wii Sports,3,14:17,14:45,28
2023-10-01,74,Xbox,FIFA 16,1,17:24,18:52,88
2023-10-01,117,Wii,Mario Kart,2,20:06,20:24,18
2023-10-02,105,Wii,Mario Kart,2,14:16,15:17,61
2023-10-03,88,Xbox,Unspecified,2,13:07,14:10,63
2023-10-04,118,Wii,Mario Kart,2,14:02,15:20,78
2023-10-04,77,Xbox,FIFA 16,2,17:37,18:00,23
2023-10-04,119,Wii,Wii Sports,2,18:03,19:10,67
2023-10-05,120,Wii,Guitar Hero 5,2,12:28,13:37,69
2023-10-05,121,Wii,Mario Kart,3,13:55,14:46,51
2023-10-05,122,Xbox,NBA 2K22,2,16:33,17:07,34
2023-10-06,1,Wii,Wii Sports,2,12:16,12:25,9
2023-10-06,123,Xbox,Unspecified,3,13:38,15:48,130
2023-10-06,105,Wii,Mario Kart,3,13:59,15:22,83
2023-10-06,124,Wii,Guitar Hero 5,2,15:45,17:00,75
2023-10-06,117,Wii,Mario Kart,3,17:25,18:07,42
2023-10-07,112,Wii,Wii Play,2,15:07,16:02,55
2023-10-07,30,Xbox,Call of Duty: Black Ops 3,4,20:04,20:52,48
2023-10-07,125,Xbox,Madden 22,2,20:53,22:12,79
2023-10-08,74,Xbox,NBA 2K22,1,13:03,13:48,45
2023-10-08,126,Wii,Just Dance: Greatest Hits,4,16:19,17:54,95
2023-10-08,30,Xbox,Call of Duty: Black Ops 3,2,19:09,19:33,24
2023-10-08,78,Xbox,FIFA 16,2,20:18,22:00,102
2023-10-08,106,Xbox,FIFA 16,2,17:35,17:56,21
2023-10-10,56,Wii,Unspecified,3,11:13,12:16,63
2023-10-10,127,Wii,Mario Kart,2,12:24,13:03,39
2023-10-10,128,Xbox,Unspecified,2,15:51,17:08,77
2023-10-11,129,Wii,Mario Kart,2,13:46,14:56,70
2023-10-11,130,Wii,Guitar Hero 5,2,16:01,17:40,99
2023-10-11,117,Wii,Mario Kart,3,21:17,22:00,43
2023-10-16,131,Wii,Mario Kart,2,12:41,13:44,63
2023-10-16,59,Wii,Guitar Hero 5,2,19:46,20:37,51
2023-10-17,132,Wii,Wii Sports,2,10:10,10:14,4
2023-10-17,127,Wii,Mario Kart,2,11:56,12:00,4
2023-10-17,88,Xbox,Unspecified,2,14:37,15:20,43
2023-10-17,4,Wii,Unspecified,1,15:09,16:13,64
2023-10-18,133,Xbox,Mario Kart,2,14:01,15:01,60
2023-10-19,134,Wii,Mario Kart,1,10:08,10:41,33
2023-10-19,134,Wii,Mario Kart,2,12:56,14:00,64
2023-10-19,131,Xbox,Madden 22,2,15:31,16:48,77
2023-10-19,135,Wii,Mario Kart,1,16:54,17:20,26
2023-10-19,136,Wii,Mario Kart,2,19:13,21:27,134
2023-10-20,137,Xbox,Madden 22,2,14:46,15:41,55
2023-10-20,138,Wii,Mario Kart,2,16:21,16:42,21
2023-10-20,113,Xbox,Call of Duty: Black Ops 3,2,19:03,19:44,41
2023-10-21,139,Xbox,Call of Duty: Black Ops 3,2,14:08,15:34,86
2023-10-21,140,Xbox,Madden 22,2,16:47,17:45,58
2023-10-21,61,Xbox,FIFA 16,2,19:18,20:14,56
2023-10-21,141,Wii,Mario Kart,2,20:19,20:58,39
2023-10-23,142,Wii,Super Mario: 3D World,3,18:40,18:49,9
2023-10-24,52,Wii,Unspecified,2,11:26,12:15,49
2023-10-24,88,Xbox,Unspecified,2,15:15,15:59,44
2023-10-24,143,Wii,Unspecified,2,16:05,16:29,24
2023-10-25,52,Wii,Unspecified,3,11:36,12:15,39
2023-10-25,122,Xbox,FIFA 16,2,16:31,16:56,25
2023-10-27,144,Wii,Mario Party 8,2,15:54,16:17,23
2023-10-27,145,Xbox,Madden 22,2,16:48,17:59,71
2023-10-27,123,Wii,Mario Kart,3,21:54,23:08,74
2023-10-28,146,Wii,Mario Kart,2,14:22,14:45,23
2023-10-28,147,Wii,Mario Kart,4,16:18,20:01,223
2023-10-28,148,Xbox,Forza Horizon 5,2,17:38,18:25,47
2023-10-28,61,Xbox,FIFA 16,2,18:43,19:51,68
2023-10-28,149,Wii,Wii Sports,1,20:17,20:48,31
2023-10-28,136,Wii,Mario Kart,2,21:43,23:00,77
2023-10-29,146,Wii,Super Mario: 3D World,3,14:29,14:57,28
2023-10-29,150,Wii,Mario Kart,2,15:40,15:52,12
2023-10-31,151,Wii,Unspecified,1,12:51,13:17,26
2023-11-01,152,Wii,Mario Kart,2,12:22,13:48,86
2023-11-01,153,Xbox,NBA 2K22,2,13:48,14:53,65
2023-11-01,154,Wii,Mario Kart,3,14:12,15:05,53
2023-11-02,67,Wii,Mario Kart,2,14:36,16:12,96
2023-11-02,95,Xbox,Forza Horizon 5,2,14:39,15:18,39
2023-11-03,155,Wii,Mario Kart,4,13:41,15:07,86
2023-11-03,129,Wii,Mario Kart,4,15:07,16:40,93
2023-11-03,80,Wii,Mario Kart,4,18:40,19:35,55
2023-11-03,80,Wii,Guitar Hero 5,2,18:45,19:35,50
2023-11-03,156,Xbox,FIFA 16,4,19:33,21:08,95
2023-11-03,157,Wii,Mario Kart,2,19:38,20:18,40
2023-11-03,158,Wii,Mario Kart,4,20:18,21:41,83
2023-11-03,159,Wii,Unspecified,2,22:17,22:25,8
2023-11-03,159,Wii,Unspecified,3,23:17,23:48,31
2023-11-04,74,Xbox,Madden 16,1,13:58,15:41,103
2023-11-04,160,Wii,Guitar Hero 5,1,14:00,16:15,135
2023-11-04,103,Xbox,Call of Duty: Black Ops 3,4,19:57,20:38,41
2023-11-04,161,Wii,Mario Kart,5,20:14,20:42,28
2023-11-04,162,Wii,Mario Kart,3,20:50,22:02,72
2023-11-04,163,Xbox,Forza Horizon 5,3,21:09,21:25,16
2023-11-04,93,Wii,Mario Kart,4,14:36,16:04,88
2023-11-04,164,Wii,Mario Kart,3,16:05,16:39,34
2023-11-04,165,Wii,Wii Sports,4,18:56,19:08,12
2023-11-04,122,Xbox,Halo 5,2,19:11,20:21,70
2023-11-06,166,Wii,Mario Kart,3,12:35,12:57,22
2023-11-06,167,Xbox,Unspecified,2,12:53,14:03,70
2023-11-06,88,Xbox,Madden 22,2,14:06,14:45,39
2023-11-06,67,Wii,Super Mario: Galaxy,1,17:44,18:15,31
2023-11-06,168,Xbox,Lego Star Wars: The Skywalker Saga,2,18:11,18:25,14
2023-11-06,67,Wii,Donkey Kong Country Returns,1,18:22,19:23,61
2023-11-06,169,Wii,Wii Sports,3,21:45,22:00,15
2023-11-07,170,Wii,Mario Kart,4,10:03,10:58,55
2023-11-07,145,Xbox,Madden 22,2,13:25,14:32,67
2023-11-07,171,Wii,Mario Kart,4,15:37,16:32,55
2023-11-07,92,Xbox,Minecraft,3,16:31,18:30,119
2023-11-07,172,Wii,Madden 22,4,16:33,16:44,11
2023-11-07,173,Xbox,NBA 2K22,2,19:25,20:27,62
2023-11-07,94,Wii,Wii Sports,2,19:39,20:27,48
2023-11-07,94,Xbox,Overwatch: Origins Edition,2,20:27,21:02,35
2023-11-08,88,Xbox,Madden 22,2,15:26,16:43,77
2023-11-08,174,Wii,Mario Kart,3,19:05,20:00,55
2023-11-08,61,Xbox,FIFA 16,2,19:25,20:20,55
2023-11-09,88,Xbox,Madden 22,2,12:42,13:39,57
2023-11-10,175,Wii,Unspecified,2,13:03,13:55,52
2023-11-10,125,Xbox,Madden 22,2,14:21,15:52,91
2023-11-10,176,Wii,Mario Kart,4,14:22,15:02,40
2023-11-10,177,Wii,Wii Sports,2,18:40,19:08,28
2023-11-10,177,Wii,Mario Kart,2,19:08,19:52,44
2023-11-10,41,Wii,Mario Kart,4,20:02,21:54,112
2023-11-10,178,Wii,Mario Kart,2,21:55,23:11,76
2023-11-10,179,Xbox,Call of Duty: Black Ops 3,2,22:27,23:05,38
2023-11-11,35,Xbox,Forza Horizon 5,1,12:36,13:42,66
2023-11-11,180,Wii,Mario Kart,2,14:13,14:56,43
2023-11-11,139,Xbox,Madden 22,2,19:57,20:58,61
2023-11-11,181,Wii,Mario Kart,2,20:48,21:21,33
2023-11-11,182,Xbox,Call of Duty: Black Ops 3,1,21:00,21:33,33
2023-11-11,183,Wii,Mario Party 8,4,22:33,23:55,82
2023-11-12,184,Wii,Mario Kart,3,14:02,15:04,62
2023-11-13,185,Wii,Mario Kart,2,13:32,14:31,59
2023-11-13,186,Wii,Just Dance: Greatest Hits,4,18:21,18:50,29
2023-11-14,88,Xbox,Unspecified,2,14:51,16:28,97
2023-11-16,187,Xbox,Madden 22,2,13:10,13:39,29
2023-11-16,188,Wii,Wii Sports,2,18:38,19:41,63
2023-11-17,35,Xbox,Unspecified,1,12:49,13:43,54
2023-11-17,189,Wii,Mario Kart,2,14:07,15:30,83
2023-11-27,190,Xbox,Madden 22,2,20:25,22:00,95
2023-11-28,145,Xbox,Madden 22,2,14:33,15:40,67
2023-11-28,191,Wii,Mario Kart,4,19:51,22:00,129
2023-11-28,30,Xbox,FIFA 16,4,20:32,22:00,88
2023-11-29,88,Xbox,Madden 22,2,11:34,11:45,11
2023-11-29,192,Xbox,NBA 2K22,2,13:45,14:22,37
2023-11-29,193,Wii,Wii Sports,2,17:35,17:48,13
2023-11-30,56,Wii,Mario Kart,3,11:38,12:20,42
2023-11-30,88,Xbox,Madden 22,2,12:56,13:30,34
2023-11-30,194,Xbox,Madden 22,2,13:37,14:25,48
2023-11-30,35,Xbox,Unspecified,1,17:38,18:04,26
2023-11-30,195,Xbox,FIFA 16,3,21:12,22:00,48
2023-12-01,88,Xbox,Madden 22,2,11:36,13:53,137
2023-12-01,196,Xbox,FIFA 16,3,19:30,21:33,123
2023-12-01,125,Xbox,Madden 22,2,21:33,23:02,89
2023-12-02,74,Xbox,Madden 22,1,11:57,12:32,35
2023-12-02,173,Xbox,Madden 22,2,13:41,14:50,69
2023-12-02,197,Wii,SSX Blur,2,15:03,15:41,38
2023-12-02,198,Wii,Mario Kart,4,15:49,18:45,176
2023-12-02,199,Xbox,Forza Horizon 5,3,18:40,18:50,10
2023-12-02,199,Wii,Wii Play,3,18:50,19:00,10
2023-12-02,200,Wii,Mario Kart,2,19:10,19:54,44
2023-12-02,201,Wii,Mario Kart,3,19:54,20:49,55
2023-12-02,195,Xbox,FIFA 16,3,20:24,21:25,61
2023-12-02,201,Wii,Mario Party 8,3,20:49,21:15,26
2023-12-03,30,Xbox,FIFA 16,4,20:21,21:58,97
2023-12-04,150,Wii,Mario Kart,2,12:54,13:40,46
2023-12-04,202,Xbox,Unspecified,1,18:20,19:00,40
2023-12-05,203,Xbox,Unspecified,2,12:56,13:25,29
2023-12-05,173,Xbox,Unspecified,1,14:14,15:09,55
2023-12-05,204,Xbox,Unspecified,2,15:22,18:08,166
2023-12-05,205,Wii,Wii Sports,2,16:15,16:32,17
2023-12-05,190,Xbox,FIFA 16,4,18:09,21:49,220
2023-12-06,88,Xbox,Madden 16,2,11:34,11:57,23
2023-12-06,59,Wii,Mario Kart,2,14:36,15:39,63
2023-12-07,206,Wii,Mario Kart,2,12:51,13:45,54
2023-12-07,207,Xbox,Madden 22,2,14:04,15:10,66
2023-12-07,208,Wii,Mario Party 8,2,16:00,16:46,46
2023-12-08,194,Xbox,Madden 22,2,15:09,15:35,26
2023-12-08,112,Wii,Mario Kart,2,19:12,20:05,53
2023-12-08,209,PlayStation,Own Game,2,19:25,22:50,205
2023-12-08,210,Wii,Mario Party 8,4,20:53,21:54,61
2023-12-08,19,Wii,Super Mario: Galaxy,1,22:11,22:20,9
2023-12-08,211,Wii,Mario Kart,3,22:41,23:16,35
2023-12-08,211,Xbox,Call of Duty: Black Ops 3,3,23:17,23:59,42
2023-12-09,80,Wii,Mario Kart,2,18:34,19:05,31
2023-12-09,212,Wii,Excite Truck,2,19:23,19:52,29
2023-12-09,213,Xbox,FIFA 16,2,20:07,22:38,151
2023-12-09,210,Wii,Wii Sports,4,20:54,21:58,64
2023-12-10,213,Xbox,FIFA 16,4,20:32,22:00,88
2023-12-10,88,Xbox,Madden 22,2,13:15,15:00,105
2023-12-11,88,Xbox,Madden 22,2,15:06,16:03,57
2023-12-11,214,Wii,Guitar Hero 5,2,16:02,17:21,79
2023-12-11,215,Xbox,FIFA 16,4,18:25,19:54,89
2023-12-11,216,Wii,Mario Kart,2,18:26,20:45,139
2023-12-11,217,Xbox,Call of Duty: Black Ops 3,2,20:34,21:06,32
2023-12-12,218,Wii,Mario Kart,2,14:07,14:58,51
2023-12-12,131,Xbox,Madden 22,2,16:54,17:32,38
2023-12-12,219,Wii,Guitar Hero 5,2,19:32,21:04,92
2023-12-13,219,Wii,Guitar Hero 5,2,19:03,20:56,113
2023-12-13,220,Xbox,FIFA 16,3,19:19,21:19,120
2023-12-13,220,Wii,Guitar Hero 5,2,21:20,22:00,40
2023-12-14,221,Wii,Wii Sports,2,12:21,13:15,54
2023-12-14,88,Xbox,Madden 22,2,17:47,18:24,37
2023-12-14,222,Xbox,Call of Duty: Black Ops 3,2,18:28,20:47,139
2023-12-14,219,Wii,Guitar Hero 5,2,20:09,22:00,111
2023-12-14,223,Xbox,Rayman Raving Rabbids,1,20:58,22:00,62
2023-12-15,219,Wii,Guitar Hero 5,2,12:37,13:04,27
2023-12-15,223,Xbox,Lego Star Wars: The Skywalker Saga,1,13:46,15:31,105
2023-12-15,224,Wii,Mario Kart,3,18:48,20:29,101
2023-12-15,190,Xbox,FIFA 16,2,19:15,20:00,45
2023-12-15,225,Wii,Mario Kart,5,21:52,22:40,48
2023-12-16,226,Xbox,Halo Infinite,2,13:58,14:50,52
2023-12-16,227,Wii,Mario Kart,2,14:15,14:16,1
2023-12-16,210,Wii,Mario Kart,4,14:25,15:10,45
2023-12-16,215,Xbox,Madden 16,2,18:56,20:00,64
2023-12-18,228,Xbox,Unspecified,2,12:55,13:34,39
2023-12-18,223,Xbox,Lego Star Wars: The Skywalker Saga,1,13:30,13:44,14
