Day,Date,Headcount,Time,Days Since Semester Start,Table Game Rentals That Day,Video Game Rentals That Day,Board Game Rentals That Day,Total Rentals That Day,Total Duration Of Table Game Rentals That Day,Total Duration Of Video Game Rentals That Day,Total Duration Of Board Game Rentals That Day,Total Duration of Rentals That Day,Minutes Since Opening
Friday,10/27/2023,4,20:00,65,37,3,0,40,1620,168,0,1788,615
Friday,10/27/2023,5,20:20,65,37,3,0,40,1620,168,0,1788,635
Friday,10/27/2023,9,20:40,65,37,3,0,40,1620,168,0,1788,655
Friday,10/27/2023,7,21:00,65,37,3,0,40,1620,168,0,1788,675
Friday,10/27/2023,9,21:20,65,37,3,0,40,1620,168,0,1788,695
Friday,10/27/2023,12,21:40,65,37,3,0,40,1620,168,0,1788,715
Friday,10/27/2023,13,22:00,65,37,3,0,40,1620,168,0,1788,735
Friday,10/27/2023,8,22:20,65,37,3,0,40,1620,168,0,1788,755
Friday,10/27/2023,5,22:40,65,37,3,0,40,1620,168,0,1788,775
Friday,10/27/2023,2,23:00,65,37,3,0,40,1620,168,0,1788,795
Friday,10/27/2023,3,23:20,65,37,3,0,40,1620,168,0,1788,815
Friday,10/27/2023,0,23:40,65,37,3,0,40,1620,168,0,1788,835
Friday,10/27/2023,0,0:00,65,37,3,0,40,1620,168,0,1788,855
Saturday,10/28/2023,4,10:30,66,58,6,2,66,1998,469,106,2573,45
Saturday,10/28/2023,2,11:00,66,58,6,2,66,1998,469,106,2573,75
Saturday,10/28/2023,3,11:30,66,58,6,2,66,1998,469,106,2573,105
Saturday,10/28/2023,3,12:00,66,58,6,2,66,1998,469,106,2573,135
Saturday,10/28/2023,6,12:30,66,58,6,2,66,1998,469,106,2573,165
Saturday,10/28/2023,6,13:00,66,58,6,2,66,1998,469,106,2573,195
Saturday,10/28/2023,9,13:30,66,58,6,2,66,1998,469,106,2573,225
Saturday,10/28/2023,9,14:31,66,58,6,2,66,1998,469,106,2573,286
Saturday,10/28/2023,7,15:07,66,58,6,2,66,1998,469,106,2573,322
Saturday,10/28/2023,14,15:30,66,58,6,2,66,1998,469,106,2573,345
Saturday,10/28/2023,8,15:58,66,58,6,2,66,1998,469,106,2573,373
Saturday,10/28/2023,7,16:15,66,58,6,2,66,1998,469,106,2573,390
Saturday,10/28/2023,5,16:30,66,58,6,2,66,1998,469,106,2573,405
Saturday,10/28/2023,5,16:45,66,58,6,2,66,1998,469,106,2573,420
Saturday,10/28/2023,5,17:00,66,58,6,2,66,1998,469,106,2573,435
Saturday,10/28/2023,5,17:15,66,58,6,2,66,1998,469,106,2573,450
Saturday,10/28/2023,7,17:30,66,58,6,2,66,1998,469,106,2573,465
Saturday,10/28/2023,8,17:45,66,58,6,2,66,1998,469,106,2573,480
Saturday,10/28/2023,7,18:00,66,58,6,2,66,1998,469,106,2573,495
Saturday,10/28/2023,10,18:20,66,58,6,2,66,1998,469,106,2573,515
Saturday,10/28/2023,5,18:40,66,58,6,2,66,1998,469,106,2573,535
Saturday,10/28/2023,9,19:00,66,58,6,2,66,1998,469,106,2573,555
Saturday,10/28/2023,14,19:20,66,58,6,2,66,1998,469,106,2573,575
Saturday,10/28/2023,13,19:40,66,58,6,2,66,1998,469,106,2573,595
Saturday,10/28/2023,14,20:00,66,58,6,2,66,1998,469,106,2573,615
Saturday,10/28/2023,14,20:20,66,58,6,2,66,1998,469,106,2573,635
Saturday,10/28/2023,20,20:40,66,58,6,2,66,1998,469,106,2573,655
Saturday,10/28/2023,16,21:00,66,58,6,2,66,1998,469,106,2573,675
Saturday,10/28/2023,14,21:20,66,58,6,2,66,1998,469,106,2573,695
Saturday,10/28/2023,7,21:40,66,58,6,2,66,1998,469,106,2573,715
Saturday,10/28/2023,14,22:00,66,58,6,2,66,1998,469,106,2573,735
Saturday,10/28/2023,12,22:20,66,58,6,2,66,1998,469,106,2573,755
Saturday,10/28/2023,12,22:40,66,58,6,2,66,1998,469,106,2573,775
Saturday,10/28/2023,8,23:00,66,58,6,2,66,1998,469,106,2573,795
Saturday,10/28/2023,2,23:20,66,58,6,2,66,1998,469,106,2573,815
Saturday,10/28/2023,2,23:40,66,58,6,2,66,1998,469,106,2573,835
Saturday,10/28/2023,0,0:00,66,58,6,2,66,1998,469,106,2573,855
Sunday,10/29/2023,0,10:00,67,28,2,1,31,1178,40,82,1300,15
Sunday,10/29/2023,2,11:05,67,28,2,1,31,1178,40,82,1300,80
Sunday,10/29/2023,4,11:35,67,28,2,1,31,1178,40,82,1300,110
Sunday,10/29/2023,6,12:05,67,28,2,1,31,1178,40,82,1300,140
Sunday,10/29/2023,5,12:30,67,28,2,1,31,1178,40,82,1300,165
Sunday,10/29/2023,8,13:30,67,28,2,1,31,1178,40,82,1300,225
Sunday,10/29/2023,10,14:00,67,28,2,1,31,1178,40,82,1300,255
Sunday,10/29/2023,14,14:20,67,28,2,1,31,1178,40,82,1300,275
Sunday,10/29/2023,7,14:40,67,28,2,1,31,1178,40,82,1300,295
Sunday,10/29/2023,5,15:00,67,28,2,1,31,1178,40,82,1300,315
Sunday,10/29/2023,6,15:20,67,28,2,1,31,1178,40,82,1300,335
Sunday,10/29/2023,8,15:40,67,28,2,1,31,1178,40,82,1300,355
Sunday,10/29/2023,5,16:00,67,28,2,1,31,1178,40,82,1300,375
Sunday,10/29/2023,2,16:15,67,28,2,1,31,1178,40,82,1300,390
Sunday,10/29/2023,4,16:30,67,28,2,1,31,1178,40,82,1300,405
Sunday,10/29/2023,7,16:45,67,28,2,1,31,1178,40,82,1300,420
Sunday,10/29/2023,6,17:00,67,28,2,1,31,1178,40,82,1300,435
Sunday,10/29/2023,8,17:15,67,28,2,1,31,1178,40,82,1300,450
Sunday,10/29/2023,5,17:30,67,28,2,1,31,1178,40,82,1300,465
Sunday,10/29/2023,5,17:45,67,28,2,1,31,1178,40,82,1300,480
Sunday,10/29/2023,7,18:00,67,28,2,1,31,1178,40,82,1300,495
Sunday,10/29/2023,2,18:30,67,28,2,1,31,1178,40,82,1300,525
Sunday,10/29/2023,2,19:00,67,28,2,1,31,1178,40,82,1300,555
Sunday,10/29/2023,2,19:30,67,28,2,1,31,1178,40,82,1300,585
Sunday,10/29/2023,4,20:00,67,28,2,1,31,1178,40,82,1300,615
Sunday,10/29/2023,2,20:00,67,28,2,1,31,1178,40,82,1300,615
Sunday,10/29/2023,0,20:18,67,28,2,1,31,1178,40,82,1300,633
Sunday,10/29/2023,4,20:33,67,28,2,1,31,1178,40,82,1300,648
Sunday,10/29/2023,2,21:15,67,28,2,1,31,1178,40,82,1300,690
Monday,10/30/2023,1,11:04,68,23,0,2,25,934,0,65,999,79
Monday,10/30/2023,2,12:00,68,23,0,2,25,934,0,65,999,135
Monday,10/30/2023,0,12:30,68,23,0,2,25,934,0,65,999,165
Monday,10/30/2023,1,12:54,68,23,0,2,25,934,0,65,999,189
Monday,10/30/2023,4,13:27,68,23,0,2,25,934,0,65,999,222
Monday,10/30/2023,2,14:00,68,23,0,2,25,934,0,65,999,255
Monday,10/30/2023,6,14:30,68,23,0,2,25,934,0,65,999,285
Monday,10/30/2023,5,15:00,68,23,0,2,25,934,0,65,999,315
Monday,10/30/2023,3,15:30,68,23,0,2,25,934,0,65,999,345
Monday,10/30/2023,12,16:05,68,23,0,2,25,934,0,65,999,380
Monday,10/30/2023,12,16:20,68,23,0,2,25,934,0,65,999,395
Monday,10/30/2023,14,16:40,68,23,0,2,25,934,0,65,999,415
Monday,10/30/2023,15,17:00,68,23,0,2,25,934,0,65,999,435
Monday,10/30/2023,10,17:20,68,23,0,2,25,934,0,65,999,455
Monday,10/30/2023,8,17:40,68,23,0,2,25,934,0,65,999,475
Monday,10/30/2023,6,18:00,68,23,0,2,25,934,0,65,999,495
Monday,10/30/2023,4,19:00,68,23,0,2,25,934,0,65,999,555
Tuesday,10/31/2023,5,10:33,69,37,1,0,38,1530,26,0,1556,48
Tuesday,10/31/2023,7,11:11,69,37,1,0,38,1530,26,0,1556,86
Tuesday,10/31/2023,0,12:10,69,37,1,0,38,1530,26,0,1556,145
Tuesday,10/31/2023,1,12:39,69,37,1,0,38,1530,26,0,1556,174
Tuesday,10/31/2023,2,12:51,69,37,1,0,38,1530,26,0,1556,186
Tuesday,10/31/2023,4,13:04,69,37,1,0,38,1530,26,0,1556,199
Tuesday,10/31/2023,3,13:07,69,37,1,0,38,1530,26,0,1556,202
Tuesday,10/31/2023,6,13:17,69,37,1,0,38,1530,26,0,1556,212
Tuesday,10/31/2023,5,13:43,69,37,1,0,38,1530,26,0,1556,238
Tuesday,10/31/2023,6,13:54,69,37,1,0,38,1530,26,0,1556,249
Tuesday,10/31/2023,3,14:02,69,37,1,0,38,1530,26,0,1556,257
Tuesday,10/31/2023,4,14:19,69,37,1,0,38,1530,26,0,1556,274
Tuesday,10/31/2023,9,16:02,69,37,1,0,38,1530,26,0,1556,377
Tuesday,10/31/2023,6,16:40,69,37,1,0,38,1530,26,0,1556,415
Tuesday,10/31/2023,7,16:41,69,37,1,0,38,1530,26,0,1556,416
Tuesday,10/31/2023,6,16:59,69,37,1,0,38,1530,26,0,1556,434
Tuesday,10/31/2023,8,16:59,69,37,1,0,38,1530,26,0,1556,434
Tuesday,10/31/2023,4,17:01,69,37,1,0,38,1530,26,0,1556,436
Tuesday,10/31/2023,5,17:07,69,37,1,0,38,1530,26,0,1556,442
Tuesday,10/31/2023,4,17:27,69,37,1,0,38,1530,26,0,1556,462
Tuesday,10/31/2023,6,17:31,69,37,1,0,38,1530,26,0,1556,466
Tuesday,10/31/2023,8,17:50,69,37,1,0,38,1530,26,0,1556,485
Tuesday,10/31/2023,6,17:55,69,37,1,0,38,1530,26,0,1556,490
Tuesday,10/31/2023,8,17:57,69,37,1,0,38,1530,26,0,1556,492
Tuesday,10/31/2023,5,18:30,69,37,1,0,38,1530,26,0,1556,525
Tuesday,10/31/2023,4,19:19,69,37,1,0,38,1530,26,0,1556,574
Tuesday,10/31/2023,0,19:56,69,37,1,0,38,1530,26,0,1556,611
Tuesday,10/31/2023,6,21:00,69,37,1,0,38,1530,26,0,1556,675
Tuesday,10/31/2023,3,21:45,69,37,1,0,38,1530,26,0,1556,720
Wednesday,11/1/2023,2,10:58,70,24,3,0,27,1313,204,0,1517,73
Wednesday,11/1/2023,7,12:43,70,24,3,0,27,1313,204,0,1517,178
Wednesday,11/1/2023,3,13:01,70,24,3,0,27,1313,204,0,1517,196
Wednesday,11/1/2023,8,13:34,70,24,3,0,27,1313,204,0,1517,229
Wednesday,11/1/2023,8,14:10,70,24,3,0,27,1313,204,0,1517,265
Wednesday,11/1/2023,6,14:40,70,24,3,0,27,1313,204,0,1517,295
Wednesday,11/1/2023,3,15:10,70,24,3,0,27,1313,204,0,1517,325
Wednesday,11/1/2023,8,15:40,70,24,3,0,27,1313,204,0,1517,355
Wednesday,11/1/2023,14,16:00,70,24,3,0,27,1313,204,0,1517,375
Wednesday,11/1/2023,11,16:30,70,24,3,0,27,1313,204,0,1517,405
Wednesday,11/1/2023,13,17:00,70,24,3,0,27,1313,204,0,1517,435
Wednesday,11/1/2023,10,17:30,70,24,3,0,27,1313,204,0,1517,465
Wednesday,11/1/2023,7,18:00,70,24,3,0,27,1313,204,0,1517,495
Wednesday,11/1/2023,0,18:30,70,24,3,0,27,1313,204,0,1517,525
Wednesday,11/1/2023,7,20:00,70,24,3,0,27,1313,204,0,1517,615
Wednesday,11/1/2023,10,20:30,70,24,3,0,27,1313,204,0,1517,645
Wednesday,11/1/2023,13,21:00,70,24,3,0,27,1313,204,0,1517,675
Wednesday,11/1/2023,8,21:30,70,24,3,0,27,1313,204,0,1517,705
Thursday,11/2/2023,2,10:11,71,28,2,0,30,1359,135,0,1494,26
Thursday,11/2/2023,0,11:36,71,28,2,0,30,1359,135,0,1494,111
Thursday,11/2/2023,3,12:13,71,28,2,0,30,1359,135,0,1494,148
Thursday,11/2/2023,1,13:30,71,28,2,0,30,1359,135,0,1494,225
Thursday,11/2/2023,10,14:00,71,28,2,0,30,1359,135,0,1494,255
Thursday,11/2/2023,14,14:20,71,28,2,0,30,1359,135,0,1494,275
Thursday,11/2/2023,10,14:40,71,28,2,0,30,1359,135,0,1494,295
Thursday,11/2/2023,15,15:00,71,28,2,0,30,1359,135,0,1494,315
Thursday,11/2/2023,14,15:20,71,28,2,0,30,1359,135,0,1494,335
Thursday,11/2/2023,16,15:40,71,28,2,0,30,1359,135,0,1494,355
Thursday,11/2/2023,11,16:00,71,28,2,0,30,1359,135,0,1494,375
Thursday,11/2/2023,13,16:30,71,28,2,0,30,1359,135,0,1494,405
Thursday,11/2/2023,3,17:00,71,28,2,0,30,1359,135,0,1494,435
Thursday,11/2/2023,3,17:30,71,28,2,0,30,1359,135,0,1494,465
Thursday,11/2/2023,3,18:00,71,28,2,0,30,1359,135,0,1494,495
Thursday,11/2/2023,5,18:30,71,28,2,0,30,1359,135,0,1494,525
Thursday,11/2/2023,6,19:00,71,28,2,0,30,1359,135,0,1494,555
Thursday,11/2/2023,9,20:00,71,28,2,0,30,1359,135,0,1494,615
Thursday,11/2/2023,6,21:00,71,28,2,0,30,1359,135,0,1494,675
Thursday,11/2/2023,5,21:45,71,28,2,0,30,1359,135,0,1494,720
Friday,11/3/2023,4,12:00,72,52,9,2,63,1853,541,96,2490,135
Friday,11/3/2023,2,12:15,72,52,9,2,63,1853,541,96,2490,150
Friday,11/3/2023,4,12:45,72,52,9,2,63,1853,541,96,2490,180
Friday,11/3/2023,6,13:03,72,52,9,2,63,1853,541,96,2490,198
Friday,11/3/2023,4,13:40,72,52,9,2,63,1853,541,96,2490,235
Friday,11/3/2023,7,13:51,72,52,9,2,63,1853,541,96,2490,246
Friday,11/3/2023,15,14:50,72,52,9,2,63,1853,541,96,2490,305
Friday,11/3/2023,16,15:45,72,52,9,2,63,1853,541,96,2490,360
Friday,11/3/2023,18,16:03,72,52,9,2,63,1853,541,96,2490,378
Friday,11/3/2023,12,16:21,72,52,9,2,63,1853,541,96,2490,396
Friday,11/3/2023,14,16:23,72,52,9,2,63,1853,541,96,2490,398
Friday,11/3/2023,6,16:41,72,52,9,2,63,1853,541,96,2490,416
Friday,11/3/2023,5,16:54,72,52,9,2,63,1853,541,96,2490,429
Friday,11/3/2023,3,17:00,72,52,9,2,63,1853,541,96,2490,435
Friday,11/3/2023,6,17:03,72,52,9,2,63,1853,541,96,2490,438
Friday,11/3/2023,8,17:06,72,52,9,2,63,1853,541,96,2490,441
Friday,11/3/2023,6,17:14,72,52,9,2,63,1853,541,96,2490,449
Friday,11/3/2023,8,17:49,72,52,9,2,63,1853,541,96,2490,484
Friday,11/3/2023,4,16:43,72,52,9,2,63,1853,541,96,2490,418
Friday,11/3/2023,8,17:57,72,52,9,2,63,1853,541,96,2490,492
Friday,11/3/2023,8,18:30,72,52,9,2,63,1853,541,96,2490,525
Friday,11/3/2023,9,19:00,72,52,9,2,63,1853,541,96,2490,555
Friday,11/3/2023,15,19:30,72,52,9,2,63,1853,541,96,2490,585
Friday,11/3/2023,12,20:02,72,52,9,2,63,1853,541,96,2490,617
Friday,11/3/2023,15,20:55,72,52,9,2,63,1853,541,96,2490,670
Friday,11/3/2023,9,21:08,72,52,9,2,63,1853,541,96,2490,683
Friday,11/3/2023,4,21:25,72,52,9,2,63,1853,541,96,2490,700
Friday,11/3/2023,0,21:41,72,52,9,2,63,1853,541,96,2490,716
Friday,11/3/2023,2,22:17,72,52,9,2,63,1853,541,96,2490,752
Friday,11/3/2023,3,22:26,72,52,9,2,63,1853,541,96,2490,761
Friday,11/3/2023,4,22:30,72,52,9,2,63,1853,541,96,2490,765
Friday,11/3/2023,6,23:00,72,52,9,2,63,1853,541,96,2490,795
Friday,11/3/2023,9,23:07,72,52,9,2,63,1853,541,96,2490,802
Friday,11/3/2023,11,23:11,72,52,9,2,63,1853,541,96,2490,806
Friday,11/3/2023,16,23:13,72,52,9,2,63,1853,541,96,2490,808
Friday,11/3/2023,12,23:22,72,52,9,2,63,1853,541,96,2490,817
Friday,11/3/2023,4,23:52,72,52,9,2,63,1853,541,96,2490,847
Saturday,11/4/2023,2,10:30,73,43,10,2,55,1520,599,145,2264,45
Saturday,11/4/2023,0,11:00,73,43,10,2,55,1520,599,145,2264,75
Saturday,11/4/2023,0,11:30,73,43,10,2,55,1520,599,145,2264,105
Saturday,11/4/2023,3,12:00,73,43,10,2,55,1520,599,145,2264,135
Saturday,11/4/2023,7,12:30,73,43,10,2,55,1520,599,145,2264,165
Saturday,11/4/2023,12,13:00,73,43,10,2,55,1520,599,145,2264,195
Saturday,11/4/2023,7,13:30,73,43,10,2,55,1520,599,145,2264,225
Saturday,11/4/2023,5,14:00,73,43,10,2,55,1520,599,145,2264,255
Saturday,11/4/2023,3,14:12,73,43,10,2,55,1520,599,145,2264,267
Saturday,11/4/2023,2,14:26,73,43,10,2,55,1520,599,145,2264,281
Saturday,11/4/2023,4,14:45,73,43,10,2,55,1520,599,145,2264,300
Saturday,11/4/2023,4,15:00,73,43,10,2,55,1520,599,145,2264,315
Saturday,11/4/2023,7,15:20,73,43,10,2,55,1520,599,145,2264,335
Saturday,11/4/2023,11,15:40,73,43,10,2,55,1520,599,145,2264,355
Saturday,11/4/2023,8,16:00,73,43,10,2,55,1520,599,145,2264,375
Saturday,11/4/2023,3,16:20,73,43,10,2,55,1520,599,145,2264,395
Saturday,11/4/2023,0,16:40,73,43,10,2,55,1520,599,145,2264,415
Saturday,11/4/2023,1,17:00,73,43,10,2,55,1520,599,145,2264,435
Saturday,11/4/2023,5,17:20,73,43,10,2,55,1520,599,145,2264,455
Saturday,11/4/2023,3,17:40,73,43,10,2,55,1520,599,145,2264,475
Saturday,11/4/2023,0,18:00,73,43,10,2,55,1520,599,145,2264,495
Saturday,11/4/2023,2,18:20,73,43,10,2,55,1520,599,145,2264,515
Saturday,11/4/2023,3,18:40,73,43,10,2,55,1520,599,145,2264,535
Saturday,11/4/2023,7,19:00,73,43,10,2,55,1520,599,145,2264,555
Saturday,11/4/2023,12,19:20,73,43,10,2,55,1520,599,145,2264,575
Saturday,11/4/2023,4,19:40,73,43,10,2,55,1520,599,145,2264,595
Saturday,11/4/2023,5,20:00,73,43,10,2,55,1520,599,145,2264,615
Saturday,11/4/2023,18,20:20,73,43,10,2,55,1520,599,145,2264,635
Saturday,11/4/2023,15,20:40,73,43,10,2,55,1520,599,145,2264,655
Saturday,11/4/2023,15,21:00,73,43,10,2,55,1520,599,145,2264,675
Saturday,11/4/2023,17,21:20,73,43,10,2,55,1520,599,145,2264,695
Saturday,11/4/2023,9,21:40,73,43,10,2,55,1520,599,145,2264,715
Saturday,11/4/2023,9,22:00,73,43,10,2,55,1520,599,145,2264,735
Saturday,11/4/2023,15,22:20,73,43,10,2,55,1520,599,145,2264,755
Saturday,11/4/2023,10,22:40,73,43,10,2,55,1520,599,145,2264,775
Saturday,11/4/2023,8,23:00,73,43,10,2,55,1520,599,145,2264,795
Saturday,11/4/2023,8,23:20,73,43,10,2,55,1520,599,145,2264,815
Saturday,11/4/2023,7,23:40,73,43,10,2,55,1520,599,145,2264,835
Saturday,11/4/2023,0,0:00,73,43,10,2,55,1520,599,145,2264,855
Sunday,11/5/2023,0,10:05,74,42,0,0,42,1303,0,0,1303,20
Sunday,11/5/2023,1,11:00,74,42,0,0,42,1303,0,0,1303,75
Sunday,11/5/2023,6,11:35,74,42,0,0,42,1303,0,0,1303,110
Sunday,11/5/2023,1,11:55,74,42,0,0,42,1303,0,0,1303,130
Sunday,11/5/2023,0,12:05,74,42,0,0,42,1303,0,0,1303,140
Sunday,11/5/2023,2,12:20,74,42,0,0,42,1303,0,0,1303,155
Sunday,11/5/2023,0,12:40,74,42,0,0,42,1303,0,0,1303,175
Sunday,11/5/2023,3,13:00,74,42,0,0,42,1303,0,0,1303,195
Sunday,11/5/2023,3,13:20,74,42,0,0,42,1303,0,0,1303,215
Sunday,11/5/2023,4,13:40,74,42,0,0,42,1303,0,0,1303,235
Sunday,11/5/2023,3,14:00,74,42,0,0,42,1303,0,0,1303,255
Sunday,11/5/2023,4,14:15,74,42,0,0,42,1303,0,0,1303,270
Sunday,11/5/2023,4,14:30,74,42,0,0,42,1303,0,0,1303,285
Sunday,11/5/2023,10,14:45,74,42,0,0,42,1303,0,0,1303,300
Sunday,11/5/2023,9,15:00,74,42,0,0,42,1303,0,0,1303,315
Sunday,11/5/2023,9,15:15,74,42,0,0,42,1303,0,0,1303,330
Sunday,11/5/2023,8,15:20,74,42,0,0,42,1303,0,0,1303,335
Sunday,11/5/2023,8,15:45,74,42,0,0,42,1303,0,0,1303,360
Sunday,11/5/2023,6,16:00,74,42,0,0,42,1303,0,0,1303,375
Sunday,11/5/2023,14,16:20,74,42,0,0,42,1303,0,0,1303,395
Sunday,11/5/2023,9,16:40,74,42,0,0,42,1303,0,0,1303,415
Sunday,11/5/2023,7,17:00,74,42,0,0,42,1303,0,0,1303,435
Sunday,11/5/2023,10,17:20,74,42,0,0,42,1303,0,0,1303,455
Sunday,11/5/2023,11,17:40,74,42,0,0,42,1303,0,0,1303,475
Sunday,11/5/2023,4,18:00,74,42,0,0,42,1303,0,0,1303,495
Sunday,11/5/2023,2,18:30,74,42,0,0,42,1303,0,0,1303,525
Sunday,11/5/2023,8,19:00,74,42,0,0,42,1303,0,0,1303,555
Sunday,11/5/2023,8,19:30,74,42,0,0,42,1303,0,0,1303,585
Sunday,11/5/2023,11,20:30,74,42,0,0,42,1303,0,0,1303,645
Sunday,11/5/2023,18,21:02,74,42,0,0,42,1303,0,0,1303,677
Sunday,11/5/2023,13,21:29,74,42,0,0,42,1303,0,0,1303,704
Sunday,11/5/2023,7,21:52,74,42,0,0,42,1303,0,0,1303,727
Monday,11/6/2023,5,12:02,75,29,7,0,36,1463,252,0,1715,137
Monday,11/6/2023,7,12:30,75,29,7,0,36,1463,252,0,1715,165
Monday,11/6/2023,10,12:40,75,29,7,0,36,1463,252,0,1715,175
Monday,11/6/2023,5,13:10,75,29,7,0,36,1463,252,0,1715,205
Monday,11/6/2023,4,14:00,75,29,7,0,36,1463,252,0,1715,255
Monday,11/6/2023,8,14:30,75,29,7,0,36,1463,252,0,1715,285
Monday,11/6/2023,9,15:00,75,29,7,0,36,1463,252,0,1715,315
Monday,11/6/2023,3,15:30,75,29,7,0,36,1463,252,0,1715,345
Monday,11/6/2023,7,16:00,75,29,7,0,36,1463,252,0,1715,375
Monday,11/6/2023,7,16:42,75,29,7,0,36,1463,252,0,1715,417
Monday,11/6/2023,4,17:10,75,29,7,0,36,1463,252,0,1715,445
Monday,11/6/2023,1,17:35,75,29,7,0,36,1463,252,0,1715,470
Monday,11/6/2023,5,17:54,75,29,7,0,36,1463,252,0,1715,489
Monday,11/6/2023,9,18:20,75,29,7,0,36,1463,252,0,1715,515
Monday,11/6/2023,7,18:40,75,29,7,0,36,1463,252,0,1715,535
Monday,11/6/2023,7,19:00,75,29,7,0,36,1463,252,0,1715,555
Monday,11/6/2023,7,19:20,75,29,7,0,36,1463,252,0,1715,575
Monday,11/6/2023,4,19:40,75,29,7,0,36,1463,252,0,1715,595
Monday,11/6/2023,8,20:00,75,29,7,0,36,1463,252,0,1715,615
Monday,11/6/2023,9,20:21,75,29,7,0,36,1463,252,0,1715,636
Monday,11/6/2023,6,20:31,75,29,7,0,36,1463,252,0,1715,646
Monday,11/6/2023,8,20:42,75,29,7,0,36,1463,252,0,1715,657
Monday,11/6/2023,9,20:52,75,29,7,0,36,1463,252,0,1715,667
Monday,11/6/2023,3,21:24,75,29,7,0,36,1463,252,0,1715,699
Monday,11/6/2023,6,21:45,75,29,7,0,36,1463,252,0,1715,720
Monday,11/6/2023,5,21:54,75,29,7,0,36,1463,252,0,1715,729
Tuesday,11/7/2023,4,10:11,76,36,8,3,47,1434,452,169,2055,26
Tuesday,11/7/2023,2,11:27,76,36,8,3,47,1434,452,169,2055,102
Tuesday,11/7/2023,0,12:02,76,36,8,3,47,1434,452,169,2055,137
Tuesday,11/7/2023,0,12:20,76,36,8,3,47,1434,452,169,2055,155
Tuesday,11/7/2023,0,12:40,76,36,8,3,47,1434,452,169,2055,175
Tuesday,11/7/2023,5,13:00,76,36,8,3,47,1434,452,169,2055,195
Tuesday,11/7/2023,4,13:20,76,36,8,3,47,1434,452,169,2055,215
Tuesday,11/7/2023,6,13:40,76,36,8,3,47,1434,452,169,2055,235
Tuesday,11/7/2023,6,14:00,76,36,8,3,47,1434,452,169,2055,255
Tuesday,11/7/2023,9,14:20,76,36,8,3,47,1434,452,169,2055,275
Tuesday,11/7/2023,10,14:40,76,36,8,3,47,1434,452,169,2055,295
Tuesday,11/7/2023,7,15:00,76,36,8,3,47,1434,452,169,2055,315
Tuesday,11/7/2023,12,15:20,76,36,8,3,47,1434,452,169,2055,335
Tuesday,11/7/2023,15,15:40,76,36,8,3,47,1434,452,169,2055,355
Tuesday,11/7/2023,19,16:00,76,36,8,3,47,1434,452,169,2055,375
Tuesday,11/7/2023,9,16:04,76,36,8,3,47,1434,452,169,2055,379
Tuesday,11/7/2023,9,16:18,76,36,8,3,47,1434,452,169,2055,393
Tuesday,11/7/2023,8,16:29,76,36,8,3,47,1434,452,169,2055,404
Tuesday,11/7/2023,11,16:31,76,36,8,3,47,1434,452,169,2055,406
Tuesday,11/7/2023,12,16:33,76,36,8,3,47,1434,452,169,2055,408
Tuesday,11/7/2023,16,16:35,76,36,8,3,47,1434,452,169,2055,410
Tuesday,11/7/2023,7,16:54,76,36,8,3,47,1434,452,169,2055,429
Tuesday,11/7/2023,4,17:01,76,36,8,3,47,1434,452,169,2055,436
Tuesday,11/7/2023,6,17:08,76,36,8,3,47,1434,452,169,2055,443
Tuesday,11/7/2023,5,17:19,76,36,8,3,47,1434,452,169,2055,454
Tuesday,11/7/2023,4,17:25,76,36,8,3,47,1434,452,169,2055,460
Tuesday,11/7/2023,6,17:27,76,36,8,3,47,1434,452,169,2055,462
Tuesday,11/7/2023,5,17:38,76,36,8,3,47,1434,452,169,2055,473
Tuesday,11/7/2023,9,17:39,76,36,8,3,47,1434,452,169,2055,474
Tuesday,11/7/2023,3,18:39,76,36,8,3,47,1434,452,169,2055,534
Tuesday,11/7/2023,11,19:00,76,36,8,3,47,1434,452,169,2055,555
Tuesday,11/7/2023,6,19:36,76,36,8,3,47,1434,452,169,2055,591
Tuesday,11/7/2023,15,20:20,76,36,8,3,47,1434,452,169,2055,635
Tuesday,11/7/2023,6,21:00,76,36,8,3,47,1434,452,169,2055,675
Tuesday,11/7/2023,4,21:30,76,36,8,3,47,1434,452,169,2055,705
Wednesday,11/8/2023,2,12:10,77,35,3,2,40,1447,187,108,1742,145
Wednesday,11/8/2023,5,12:38,77,35,3,2,40,1447,187,108,1742,173
Wednesday,11/8/2023,6,13:06,77,35,3,2,40,1447,187,108,1742,201
Wednesday,11/8/2023,6,13:40,77,35,3,2,40,1447,187,108,1742,235
Wednesday,11/8/2023,6,14:00,77,35,3,2,40,1447,187,108,1742,255
Wednesday,11/8/2023,8,14:30,77,35,3,2,40,1447,187,108,1742,285
Wednesday,11/8/2023,7,15:00,77,35,3,2,40,1447,187,108,1742,315
Wednesday,11/8/2023,4,15:30,77,35,3,2,40,1447,187,108,1742,345
Wednesday,11/8/2023,9,16:00,77,35,3,2,40,1447,187,108,1742,375
Wednesday,11/8/2023,12,16:15,77,35,3,2,40,1447,187,108,1742,390
Wednesday,11/8/2023,11,16:30,77,35,3,2,40,1447,187,108,1742,405
Wednesday,11/8/2023,9,16:45,77,35,3,2,40,1447,187,108,1742,420
Wednesday,11/8/2023,6,17:00,77,35,3,2,40,1447,187,108,1742,435
Wednesday,11/8/2023,6,17:15,77,35,3,2,40,1447,187,108,1742,450
